linja,operaattori,suunnitellut,ajettu,luotettavuus
67N,Pohjolan Liikenne,2,2,100.0
665A,Pohjolan Liikenne,6,6,100.0
665,Pohjolan Liikenne,29,29,100.0
643K,Pohjolan Liikenne,7,7,100.0
643,Pohjolan Liikenne,33,33,100.0
642,Pohjolan Liikenne,32,32,100.0
641,Pohjolan Liikenne,73,73,100.0
73,Tammelundin Liikenne,100,100,100.0
723,Korsisaari,11,11,100.0
721N,Koiviston Auto,6,6,100.0
721,Koiviston Auto,101,101,100.0
719K,Bus Travel Reissu Ruoti,12,12,100.0
719B,Bus Travel Reissu Ruoti,6,6,100.0
719,Bus Travel Reissu Ruoti,24,24,100.0
718A,Koiviston Auto,12,12,100.0
718,Koiviston Auto,10,10,100.0
717K,Koiviston Auto,2,2,100.0
713B,Bus Travel Reissu Ruoti,1,1,100.0
713,Bus Travel Reissu Ruoti,12,12,100.0
712,Koiviston Auto,22,22,100.0
77N,Nobina Finland,9,9,100.0
77,Pohjolan Liikenne,104,104,100.0
75,Pohjolan Liikenne,131,131,100.0
74N,Tammelundin Liikenne,14,14,100.0
74,Tammelundin Liikenne,99,99,100.0
73N,Tammelundin Liikenne,14,14,100.0
739,Koiviston Auto,42,42,100.0
738,Pohjolan Liikenne,12,12,100.0
737K,Koiviston Auto,8,8,100.0
737,Koiviston Auto,5,5,100.0
736B,Koiviston Auto,3,3,100.0
736,Koiviston Auto,34,34,100.0
735,Koiviston Auto,101,101,100.0
734,Koiviston Auto,72,72,100.0
731N,Koiviston Auto,7,7,100.0
813,V-S Bussipalvelut,37,37,100.0
812,V-S Bussipalvelut,15,15,100.0
81,Nobina Finland,141,141,100.0
805,V-S Bussipalvelut,18,18,100.0
80,Nobina Finland,123,123,100.0
79N,Pohjolan Liikenne,7,7,100.0
79,Nobina Finland,190,190,100.0
78N,Nobina Finland,21,21,100.0
788K,Pohjolan Liikenne,7,7,100.0
788,Pohjolan Liikenne,5,5,100.0
787K,Pohjolan Liikenne,6,6,100.0
787A,Pohjolan Liikenne,4,4,100.0
787,Pohjolan Liikenne,3,3,100.0
785K,Pohjolan Liikenne,8,8,100.0
785,Pohjolan Liikenne,5,5,100.0
85,Nobina Finland,106,106,100.0
843,Pohjolan Liikenne,9,9,100.0
841,Pohjolan Liikenne,36,36,100.0
84,Nobina Finland,138,138,100.0
831K,Pohjolan Liikenne,33,33,100.0
831,Pohjolan Liikenne,31,31,100.0
83,Nobina Finland,54,54,100.0
82B,Nobina Finland,11,11,100.0
82,Nobina Finland,113,113,100.0
818,V-S Bussipalvelut,15,15,100.0
817,V-S Bussipalvelut,20,20,100.0
816,V-S Bussipalvelut,14,14,100.0
815,V-S Bussipalvelut,10,10,100.0
814,V-S Bussipalvelut,10,10,100.0
908,Pohjolan Liikenne,7,7,100.0
907,Pohjolan Liikenne,7,7,100.0
904A,Pohjolan Liikenne,7,7,100.0
903K,Pohjolan Liikenne,3,3,100.0
903,Pohjolan Liikenne,3,3,100.0
902,Pohjolan Liikenne,6,6,100.0
90,Koiviston Auto,137,137,100.0
89,Nobina Finland,121,121,100.0
88,Nobina Finland,131,131,100.0
87N,Nobina Finland,9,9,100.0
87,Nobina Finland,134,134,100.0
86N,Nobina Finland,4,4,100.0
86K,Nobina Finland,8,8,100.0
86,Nobina Finland,114,114,100.0
85N,Nobina Finland,11,11,100.0
85K,Nobina Finland,22,22,100.0
94B,V-S Bussipalvelut,2,2,100.0
94A,Koiviston Auto,137,137,100.0
94,Koiviston Auto,133,133,100.0
92,Koiviston Auto,132,132,100.0
916K,Taksikuljetus Harri Vuolle,4,4,100.0
916,Taksikuljetus Harri Vuolle,3,3,100.0
915T,Taksikuljetus Harri Vuolle,3,3,100.0
915B,Taksikuljetus Harri Vuolle,2,2,100.0
914T,Taksikuljetus Harri Vuolle,3,3,100.0
912K,Taksikuljetus Harri Vuolle,2,2,100.0
912,Taksikuljetus Harri Vuolle,2,2,100.0
911,Pohjolan Liikenne,32,32,100.0
166,V-S Bussipalvelut,38,38,100.0
165N,Pohjolan Liikenne,9,9,100.0
165,Pohjolan Liikenne,78,78,100.0
164K,Nobina Finland,15,15,100.0
163K,Pohjolan Liikenne,65,65,100.0
162,Pohjolan Liikenne,132,132,100.0
159,Nobina Finland,127,127,100.0
158,Nobina Finland,132,132,100.0
149,V-S Bussipalvelut,10,10,100.0
148,V-S Bussipalvelut,10,10,100.0
147N,Pohjolan Liikenne,10,10,100.0
137,V-S Bussipalvelut,7,7,100.0
133,Pohjolan Liikenne,55,55,100.0
125N,Nobina Finland,8,8,100.0
977V,Pohjolan Liikenne,33,33,100.0
978,Pohjolan Liikenne,39,39,100.0
978K,Pohjolan Liikenne,32,32,100.0
105,Pohjolan Liikenne,97,97,100.0
97V,Koiviston Auto,92,92,100.0
98,Koiviston Auto,103,103,100.0
985,Pohjolan Liikenne,45,45,100.0
986B,Pohjolan Liikenne,2,2,100.0
995,Pohjolan Liikenne,3,3,100.0
102N,Koiviston Auto,9,9,100.0
