linja,operaattori,suunnitellut,ajettu,luotettavuus
522,Pohjolan Liikenne,34,34,100.0
521,Pohjolan Liikenne,34,34,100.0
52,Nobina Finland,135,135,100.0
500,Pohjolan Liikenne,147,147,100.0
502,Nobina Finland,69,69,100.0
548,Nobina Finland,93,93,100.0
544,Nobina Finland,111,111,100.0
533,Nobina Finland,94,94,100.0
55,Pohjolan Liikenne,100,100,100.0
553,Koiviston Auto,96,96,100.0
56,Nobina Finland,141,141,100.0
554,Koiviston Auto,94,94,100.0
560,Koiviston Auto,187,187,100.0
561,Koiviston Auto,89,89,100.0
549,Nobina Finland,95,95,100.0
542,Pohjolan Liikenne,123,123,100.0
57,Nobina Finland,143,143,100.0
562,Koiviston Auto,98,98,100.0
570N,Koiviston Auto,16,16,100.0
576,Tammelundin Liikenne,37,37,100.0
582,Nobina Finland,23,23,100.0
583,Tammelundin Liikenne,45,45,100.0
166,V-S Bussipalvelut,20,20,100.0
166K,V-S Bussipalvelut,4,4,100.0
167,V-S Bussipalvelut,24,24,100.0
171,Pohjolan Liikenne,50,50,100.0
173,Pohjolan Liikenne,13,13,100.0
173N,Pohjolan Liikenne,6,6,100.0
173Z,Pohjolan Liikenne,23,23,100.0
182A,Pohjolan Liikenne,9,9,100.0
182K,Pohjolan Liikenne,1,1,100.0
114N,Koiviston Auto,8,8,100.0
623,Koiviston Auto,35,35,100.0
61N,Pohjolan Liikenne,19,19,100.0
619,Koiviston Auto,64,64,100.0
614K,Koiviston Auto,31,31,100.0
611,Pohjolan Liikenne,94,94,100.0
61,Pohjolan Liikenne,101,101,100.0
600,Koiviston Auto,198,198,100.0
59,Pohjolan Liikenne,130,130,100.0
587,Koiviston Auto,36,36,100.0
584,Tammelundin Liikenne,46,46,100.0
642,Pohjolan Liikenne,32,32,100.0
65,Pohjolan Liikenne,121,121,100.0
631,Koiviston Auto,73,73,100.0
643K,Pohjolan Liikenne,30,30,100.0
643N,Pohjolan Liikenne,3,3,100.0
624,Koiviston Auto,69,69,100.0
67,Pohjolan Liikenne,107,107,100.0
665N,Pohjolan Liikenne,2,2,100.0
665,Pohjolan Liikenne,31,31,100.0
66,Pohjolan Liikenne,107,107,100.0
71,Nobina Finland,174,174,100.0
712,Koiviston Auto,22,22,100.0
69N,Pohjolan Liikenne,20,20,100.0
67N,Pohjolan Liikenne,12,12,100.0
717K,Koiviston Auto,2,2,100.0
717,Koiviston Auto,93,93,100.0
721N,Koiviston Auto,11,11,100.0
717N,Koiviston Auto,18,18,100.0
73,Tammelundin Liikenne,88,88,100.0
633N,Pohjolan Liikenne,10,10,100.0
624N,Koiviston Auto,10,10,100.0
625,Korsisaari,20,20,100.0
735,Koiviston Auto,74,74,100.0
734,Koiviston Auto,63,63,100.0
739,Koiviston Auto,38,38,100.0
736B,Koiviston Auto,4,4,100.0
74,Tammelundin Liikenne,88,88,100.0
74N,Tammelundin Liikenne,29,29,100.0
75,Pohjolan Liikenne,102,102,100.0
73N,Tammelundin Liikenne,19,19,100.0
77N,Nobina Finland,20,20,100.0
78,Nobina Finland,78,78,100.0
785K,Pohjolan Liikenne,1,1,100.0
787B,Pohjolan Liikenne,1,1,100.0
787K,Pohjolan Liikenne,2,2,100.0
788B,Pohjolan Liikenne,1,1,100.0
788K,Pohjolan Liikenne,3,3,100.0
77,Pohjolan Liikenne,92,92,100.0
78N,Nobina Finland,48,48,100.0
79,Nobina Finland,135,135,100.0
80,Nobina Finland,104,104,100.0
79N,Pohjolan Liikenne,21,21,100.0
82,Nobina Finland,95,95,100.0
82B,Nobina Finland,12,12,100.0
83,Nobina Finland,46,46,100.0
81,Nobina Finland,128,128,100.0
831,Pohjolan Liikenne,15,15,100.0
831K,Pohjolan Liikenne,16,16,100.0
84,Nobina Finland,123,123,100.0
841N,Pohjolan Liikenne,3,3,100.0
842,Pohjolan Liikenne,32,32,100.0
731N,Koiviston Auto,15,15,100.0
64,Pohjolan Liikenne,99,99,100.0
641,Pohjolan Liikenne,67,67,100.0
85,Nobina Finland,73,73,100.0
844,Pohjolan Liikenne,24,24,100.0
843,Pohjolan Liikenne,6,6,100.0
85K,Nobina Finland,33,33,100.0
86N,Nobina Finland,4,4,100.0
87,Nobina Finland,113,113,100.0
86,Nobina Finland,91,91,100.0
85N,Nobina Finland,21,21,100.0
89,Nobina Finland,97,97,100.0
90,Koiviston Auto,122,122,100.0
904,Pohjolan Liikenne,8,8,100.0
90A,Koiviston Auto,3,3,100.0
90N,Koiviston Auto,24,24,100.0
911,Pohjolan Liikenne,26,26,100.0
87N,Nobina Finland,19,19,100.0
86K,Nobina Finland,11,11,100.0
92N,Koiviston Auto,22,22,100.0
92,Koiviston Auto,117,117,100.0
94,Koiviston Auto,118,118,100.0
94A,Koiviston Auto,121,121,100.0
95N,Koiviston Auto,8,8,100.0
96,Koiviston Auto,121,121,100.0
94N,Koiviston Auto,21,21,100.0
95,Koiviston Auto,117,117,100.0
96N,Koiviston Auto,21,21,100.0
963,Pohjolan Liikenne,32,32,100.0
973,Pohjolan Liikenne,62,62,100.0
97,Koiviston Auto,40,40,100.0
975N,Pohjolan Liikenne,3,3,100.0
977,Pohjolan Liikenne,14,14,100.0
977V,Pohjolan Liikenne,16,16,100.0
88,Nobina Finland,114,114,100.0
978,Pohjolan Liikenne,43,43,100.0
978K,Pohjolan Liikenne,20,20,100.0
97V,Koiviston Auto,81,81,100.0
98,Koiviston Auto,93,93,100.0
985,Pohjolan Liikenne,33,33,100.0
