linja,operaattori,suunnitellut,ajettu,luotettavuus
236,Pohjolan Liikenne,36,36,100.0
37,Nobina Finland,115,115,100.0
36,Nurmijärven Linja,8,8,100.0
345N,Nobina Finland,2,2,100.0
443,Tammelundin Liikenne,30,30,100.0
436N,Koiviston Auto,9,9,100.0
500,Pohjolan Liikenne,149,149,100.0
445,Tammelundin Liikenne,35,35,100.0
510,Nobina Finland,159,159,100.0
52,Nobina Finland,176,176,100.0
520,Pohjolan Liikenne,196,196,100.0
502,Nobina Finland,87,87,100.0
415N,Pohjolan Liikenne,8,8,100.0
41A,Nobina Finland,93,93,100.0
42,Nobina Finland,92,92,100.0
431N,Nobina Finland,14,14,100.0
433,Tammelundin Liikenne,28,28,100.0
434,Tammelundin Liikenne,100,100,100.0
400,Koiviston Auto,183,183,100.0
335B,Nobina Finland,63,63,100.0
548,Nobina Finland,118,118,100.0
544,Nobina Finland,110,110,100.0
542,Pohjolan Liikenne,161,161,100.0
533,Nobina Finland,117,117,100.0
530,Pohjolan Liikenne,191,191,100.0
531,Pohjolan Liikenne,124,124,100.0
522,Pohjolan Liikenne,34,34,100.0
521,Pohjolan Liikenne,34,34,100.0
57,Nobina Finland,177,177,100.0
553,Koiviston Auto,95,95,100.0
570,Koiviston Auto,199,199,100.0
571,Pohjolan Liikenne,82,82,100.0
22B,Tammelundin Liikenne,72,72,100.0
215,Pohjolan Liikenne,66,66,100.0
21N,Tammelundin Liikenne,18,18,100.0
22,Tammelundin Liikenne,69,69,100.0
235N,Pohjolan Liikenne,9,9,100.0
231N,Pohjolan Liikenne,16,16,100.0
23,Pohjolan Liikenne,122,122,100.0
125,Nobina Finland,117,117,100.0
118,Nobina Finland,126,126,100.0
118N,Nobina Finland,18,18,100.0
162,Pohjolan Liikenne,121,121,100.0
16,Nobina Finland,91,91,100.0
167,V-S Bussipalvelut,24,24,100.0
166,V-S Bussipalvelut,24,24,100.0
165N,Pohjolan Liikenne,17,17,100.0
171,Pohjolan Liikenne,52,52,100.0
173Z,Pohjolan Liikenne,22,22,100.0
113N,Koiviston Auto,10,10,100.0
111,Koiviston Auto,107,107,100.0
112N,Nobina Finland,17,17,100.0
641,Pohjolan Liikenne,67,67,100.0
633N,Pohjolan Liikenne,10,10,100.0
63,Koiviston Auto,109,109,100.0
631,Koiviston Auto,73,73,100.0
625,Korsisaari,20,20,100.0
624N,Koiviston Auto,10,10,100.0
623,Koiviston Auto,35,35,100.0
624,Koiviston Auto,69,69,100.0
61,Pohjolan Liikenne,101,101,100.0
600,Koiviston Auto,213,213,100.0
61N,Pohjolan Liikenne,19,19,100.0
619,Koiviston Auto,68,68,100.0
59,Pohjolan Liikenne,143,143,100.0
574,Pohjolan Liikenne,71,71,100.0
582,Nobina Finland,23,23,100.0
587,Koiviston Auto,36,36,100.0
55,Pohjolan Liikenne,100,100,100.0
56,Nobina Finland,176,176,100.0
554,Koiviston Auto,116,116,100.0
576,Tammelundin Liikenne,37,37,100.0
717N,Koiviston Auto,18,18,100.0
69N,Pohjolan Liikenne,20,20,100.0
665N,Pohjolan Liikenne,2,2,100.0
717K,Koiviston Auto,2,2,100.0
734,Koiviston Auto,62,62,100.0
73,Tammelundin Liikenne,88,88,100.0
712,Koiviston Auto,22,22,100.0
71,Nobina Finland,174,174,100.0
69,Koiviston Auto,94,94,100.0
67,Pohjolan Liikenne,107,107,100.0
643K,Pohjolan Liikenne,30,30,100.0
719,Bus Travel Reissu Ruoti,7,7,100.0
75,Pohjolan Liikenne,101,101,100.0
74,Tammelundin Liikenne,88,88,100.0
73N,Tammelundin Liikenne,19,19,100.0
739,Koiviston Auto,38,38,100.0
721,Koiviston Auto,70,70,100.0
719K,Bus Travel Reissu Ruoti,8,8,100.0
787B,Pohjolan Liikenne,1,1,100.0
77,Pohjolan Liikenne,91,91,100.0
788K,Pohjolan Liikenne,3,3,100.0
788B,Pohjolan Liikenne,1,1,100.0
787K,Pohjolan Liikenne,2,2,100.0
79,Nobina Finland,170,170,100.0
80,Nobina Finland,126,126,100.0
77N,Nobina Finland,20,20,100.0
78,Nobina Finland,78,78,100.0
785K,Pohjolan Liikenne,1,1,100.0
83,Nobina Finland,55,55,100.0
82B,Nobina Finland,12,12,100.0
82,Nobina Finland,115,115,100.0
831K,Pohjolan Liikenne,16,16,100.0
841N,Pohjolan Liikenne,3,3,100.0
842,Pohjolan Liikenne,32,32,100.0
84,Nobina Finland,124,124,100.0
841,Pohjolan Liikenne,33,33,100.0
844,Pohjolan Liikenne,24,24,100.0
843,Pohjolan Liikenne,6,6,100.0
85K,Nobina Finland,33,33,100.0
85,Nobina Finland,73,73,100.0
86,Nobina Finland,92,92,100.0
86K,Nobina Finland,10,10,100.0
86N,Nobina Finland,4,4,100.0
643N,Pohjolan Liikenne,3,3,100.0
87,Nobina Finland,113,113,100.0
88,Nobina Finland,114,114,100.0
90,Koiviston Auto,121,121,100.0
89,Nobina Finland,95,95,100.0
904,Pohjolan Liikenne,8,8,100.0
90A,Koiviston Auto,3,3,100.0
90N,Koiviston Auto,24,24,100.0
92,Koiviston Auto,117,117,100.0
94,Koiviston Auto,117,117,100.0
94A,Koiviston Auto,120,120,100.0
94N,Koiviston Auto,21,21,100.0
95,Koiviston Auto,117,117,100.0
95N,Koiviston Auto,8,8,100.0
96,Koiviston Auto,120,120,100.0
963,Pohjolan Liikenne,30,30,100.0
96N,Koiviston Auto,21,21,100.0
97,Koiviston Auto,40,40,100.0
973,Pohjolan Liikenne,62,62,100.0
975,Pohjolan Liikenne,48,48,100.0
975N,Pohjolan Liikenne,3,3,100.0
976,Pohjolan Liikenne,51,51,100.0
977,Pohjolan Liikenne,14,14,100.0
977V,Pohjolan Liikenne,16,16,100.0
978,Pohjolan Liikenne,43,43,100.0
978K,Pohjolan Liikenne,20,20,100.0
97N,Koiviston Auto,20,20,100.0
97V,Koiviston Auto,81,81,100.0
98,Koiviston Auto,93,93,100.0
985,Pohjolan Liikenne,33,33,100.0
