linja,operaattori,suunnitellut,ajettu,luotettavuus
94A,Koiviston Auto,121,121,100.0
94N,Koiviston Auto,21,21,100.0
95,Koiviston Auto,117,117,100.0
96N,Koiviston Auto,21,21,100.0
963,Pohjolan Liikenne,32,32,100.0
96,Koiviston Auto,121,121,100.0
97,Koiviston Auto,40,40,100.0
975N,Pohjolan Liikenne,3,3,100.0
975,Pohjolan Liikenne,48,48,100.0
87N,Nobina Finland,19,19,100.0
88,Nobina Finland,114,114,100.0
977V,Pohjolan Liikenne,16,16,100.0
977,Pohjolan Liikenne,14,14,100.0
97V,Koiviston Auto,81,81,100.0
98,Koiviston Auto,93,93,100.0
985,Pohjolan Liikenne,33,33,100.0
