linja,operaattori,suunnitellut,ajettu,luotettavuus
415N,Pohjolan Liikenne,4,4,100.0
55,Pohjolan Liikenne,96,96,100.0
549,Nobina Finland,71,71,100.0
548,Nobina Finland,68,68,100.0
544,Nobina Finland,66,66,100.0
542,Pohjolan Liikenne,122,122,100.0
560,Koiviston Auto,177,177,100.0
56,Nobina Finland,135,135,100.0
553,Koiviston Auto,95,95,100.0
570,Koiviston Auto,153,153,100.0
571,Pohjolan Liikenne,68,68,100.0
576,Tammelundin Liikenne,37,37,100.0
574,Pohjolan Liikenne,64,64,100.0
582,Nobina Finland,23,23,100.0
561,Koiviston Auto,66,66,100.0
562,Koiviston Auto,75,75,100.0
554,Koiviston Auto,92,92,100.0
587,Koiviston Auto,36,36,100.0
584,Tammelundin Liikenne,34,34,100.0
583,Tammelundin Liikenne,34,34,100.0
61,Pohjolan Liikenne,97,97,100.0
61N,Pohjolan Liikenne,9,9,100.0
623,Koiviston Auto,35,35,100.0
611,Pohjolan Liikenne,90,90,100.0
619,Koiviston Auto,68,68,100.0
624N,Koiviston Auto,4,4,100.0
173,Pohjolan Liikenne,14,14,100.0
173N,Pohjolan Liikenne,2,2,100.0
125,Nobina Finland,70,70,100.0
125N,Nobina Finland,8,8,100.0
133,Pohjolan Liikenne,34,34,100.0
147N,Pohjolan Liikenne,8,8,100.0
114N,Koiviston Auto,2,2,100.0
643K,Pohjolan Liikenne,18,18,100.0
642,Pohjolan Liikenne,24,24,100.0
641,Pohjolan Liikenne,64,64,100.0
64,Pohjolan Liikenne,95,95,100.0
633N,Pohjolan Liikenne,2,2,100.0
625,Korsisaari,20,20,100.0
624,Koiviston Auto,69,69,100.0
67,Pohjolan Liikenne,104,104,100.0
71,Nobina Finland,152,152,100.0
712,Koiviston Auto,22,22,100.0
717,Koiviston Auto,93,93,100.0
717K,Koiviston Auto,2,2,100.0
717N,Koiviston Auto,10,10,100.0
67N,Pohjolan Liikenne,1,1,100.0
665K,Pohjolan Liikenne,25,25,100.0
65,Pohjolan Liikenne,106,106,100.0
73,Tammelundin Liikenne,81,81,100.0
721N,Koiviston Auto,5,5,100.0
721,Koiviston Auto,70,70,100.0
731N,Koiviston Auto,9,9,100.0
735,Koiviston Auto,92,92,100.0
734,Koiviston Auto,60,60,100.0
736B,Koiviston Auto,3,3,100.0
73N,Tammelundin Liikenne,22,22,100.0
74,Tammelundin Liikenne,79,79,100.0
74N,Tammelundin Liikenne,24,24,100.0
75,Pohjolan Liikenne,97,97,100.0
77,Pohjolan Liikenne,86,86,100.0
77N,Nobina Finland,9,9,100.0
78,Nobina Finland,76,76,100.0
69N,Pohjolan Liikenne,10,10,100.0
66,Pohjolan Liikenne,104,104,100.0
787B,Pohjolan Liikenne,1,1,100.0
785K,Pohjolan Liikenne,1,1,100.0
788K,Pohjolan Liikenne,3,3,100.0
787K,Pohjolan Liikenne,1,1,100.0
78N,Nobina Finland,36,36,100.0
79,Nobina Finland,139,139,100.0
79N,Pohjolan Liikenne,7,7,100.0
788B,Pohjolan Liikenne,1,1,100.0
80,Nobina Finland,97,97,100.0
82,Nobina Finland,87,87,100.0
82B,Nobina Finland,11,11,100.0
83,Nobina Finland,43,43,100.0
831K,Pohjolan Liikenne,16,16,100.0
84,Nobina Finland,97,97,100.0
841,Pohjolan Liikenne,19,19,100.0
842,Pohjolan Liikenne,16,16,100.0
843,Pohjolan Liikenne,1,1,100.0
844,Pohjolan Liikenne,14,14,100.0
85,Nobina Finland,67,67,100.0
85K,Nobina Finland,35,35,100.0
85N,Nobina Finland,11,11,100.0
86,Nobina Finland,87,87,100.0
86K,Nobina Finland,11,11,100.0
86N,Nobina Finland,4,4,100.0
87,Nobina Finland,86,86,100.0
87N,Nobina Finland,9,9,100.0
88,Nobina Finland,95,95,100.0
89,Nobina Finland,87,87,100.0
90,Koiviston Auto,95,95,100.0
904,Pohjolan Liikenne,8,8,100.0
90A,Koiviston Auto,3,3,100.0
90N,Koiviston Auto,12,12,100.0
92,Koiviston Auto,93,93,100.0
92N,Koiviston Auto,13,13,100.0
94,Koiviston Auto,92,92,100.0
94A,Koiviston Auto,115,115,100.0
94N,Koiviston Auto,14,14,100.0
95,Koiviston Auto,94,94,100.0
95N,Koiviston Auto,8,8,100.0
96,Koiviston Auto,95,95,100.0
963,Pohjolan Liikenne,26,26,100.0
96N,Koiviston Auto,10,10,100.0
973,Pohjolan Liikenne,60,60,100.0
975,Pohjolan Liikenne,46,46,100.0
975N,Pohjolan Liikenne,2,2,100.0
976,Pohjolan Liikenne,46,46,100.0
977,Pohjolan Liikenne,14,14,100.0
977V,Pohjolan Liikenne,14,14,100.0
978,Pohjolan Liikenne,44,44,100.0
978K,Pohjolan Liikenne,18,18,100.0
97N,Koiviston Auto,10,10,100.0
97V,Koiviston Auto,95,95,100.0
98,Koiviston Auto,90,90,100.0
985,Pohjolan Liikenne,29,29,100.0
995,Pohjolan Liikenne,1,1,100.0
