linja,operaattori,suunnitellut,ajettu,luotettavuus
181,Pohjolan Liikenne,6,6,100.0
572,Nobina Finland,63,63,100.0
570,Koiviston Auto,232,232,100.0
566,Nobina Finland,55,55,100.0
562,Koiviston Auto,118,118,100.0
561,Koiviston Auto,110,110,100.0
56,Nobina Finland,201,201,100.0
55,Pohjolan Liikenne,147,147,100.0
549,Nobina Finland,142,142,100.0
548,Nobina Finland,140,140,100.0
544,Nobina Finland,124,124,100.0
614,Koiviston Auto,16,16,100.0
61,Pohjolan Liikenne,138,138,100.0
588B,Koiviston Auto,8,8,100.0
588,Koiviston Auto,8,8,100.0
587BK,Koiviston Auto,13,13,100.0
587,Koiviston Auto,53,53,100.0
584T,Tammelundin Liikenne,1,1,100.0
584,Tammelundin Liikenne,76,76,100.0
583K,Tammelundin Liikenne,29,29,100.0
583,Tammelundin Liikenne,46,46,100.0
582V,Nobina Finland,12,12,100.0
582,Nobina Finland,54,54,100.0
576,Tammelundin Liikenne,56,56,100.0
642K,Pohjolan Liikenne,6,6,100.0
642,Pohjolan Liikenne,37,37,100.0
641,Pohjolan Liikenne,100,100,100.0
64,Pohjolan Liikenne,126,126,100.0
633N,Pohjolan Liikenne,10,10,100.0
633,Koiviston Auto,41,41,100.0
63,Koiviston Auto,146,146,100.0
625,Korsisaari,38,38,100.0
624N,Koiviston Auto,10,10,100.0
624,Koiviston Auto,100,100,100.0
623,Koiviston Auto,74,74,100.0
61N,Pohjolan Liikenne,19,19,100.0
619,Koiviston Auto,96,96,100.0
617,Koiviston Auto,16,16,100.0
614K,Koiviston Auto,16,16,100.0
702,V-S Bussipalvelut,7,7,100.0
701,V-S Bussipalvelut,6,6,100.0
70,Koiviston Auto,126,126,100.0
69N,Pohjolan Liikenne,20,20,100.0
69,Koiviston Auto,136,136,100.0
67N,Pohjolan Liikenne,13,13,100.0
665N,Pohjolan Liikenne,2,2,100.0
665A,Pohjolan Liikenne,17,17,100.0
665,Pohjolan Liikenne,47,47,100.0
66,Pohjolan Liikenne,144,144,100.0
643N,Pohjolan Liikenne,3,3,100.0
643K,Pohjolan Liikenne,11,11,100.0
643,Pohjolan Liikenne,39,39,100.0
724,Koiviston Auto,8,8,100.0
723,Korsisaari,11,11,100.0
721N,Koiviston Auto,12,12,100.0
721,Koiviston Auto,114,114,100.0
719K,Bus Travel Reissu Ruoti,12,12,100.0
719,Bus Travel Reissu Ruoti,24,24,100.0
718,Koiviston Auto,14,14,100.0
717N,Koiviston Auto,19,19,100.0
717K,Koiviston Auto,2,2,100.0
713B,Bus Travel Reissu Ruoti,1,1,100.0
711,Koiviston Auto,92,92,100.0
175V,Pohjolan Liikenne,8,8,100.0
175K,Pohjolan Liikenne,1,1,100.0
175,Pohjolan Liikenne,9,9,100.0
174Z,Pohjolan Liikenne,1,1,100.0
173N,Pohjolan Liikenne,6,6,100.0
173,Pohjolan Liikenne,11,11,100.0
171Z,Pohjolan Liikenne,13,13,100.0
171B,Pohjolan Liikenne,1,1,100.0
169,V-S Bussipalvelut,6,6,100.0
168,V-S Bussipalvelut,5,5,100.0
167,V-S Bussipalvelut,51,51,100.0
166,V-S Bussipalvelut,42,42,100.0
165N,Pohjolan Liikenne,17,17,100.0
74N,Tammelundin Liikenne,26,26,100.0
74B,Tammelundin Liikenne,4,4,100.0
74,Tammelundin Liikenne,108,108,100.0
73N,Tammelundin Liikenne,14,14,100.0
739,Koiviston Auto,54,54,100.0
738,Pohjolan Liikenne,13,13,100.0
737K,Koiviston Auto,13,13,100.0
737,Koiviston Auto,8,8,100.0
735,Koiviston Auto,104,104,100.0
734,Koiviston Auto,72,72,100.0
731N,Koiviston Auto,13,13,100.0
731,Koiviston Auto,93,93,100.0
73,Tammelundin Liikenne,111,111,100.0
805,V-S Bussipalvelut,18,18,100.0
80,Nobina Finland,156,156,100.0
79N,Pohjolan Liikenne,21,21,100.0
79,Nobina Finland,192,192,100.0
78N,Nobina Finland,32,32,100.0
788K,Pohjolan Liikenne,4,4,100.0
788,Pohjolan Liikenne,13,13,100.0
787K,Pohjolan Liikenne,4,4,100.0
787A,Pohjolan Liikenne,5,5,100.0
787,Pohjolan Liikenne,3,3,100.0
785K,Pohjolan Liikenne,13,13,100.0
785,Pohjolan Liikenne,5,5,100.0
77N,Nobina Finland,20,20,100.0
77,Pohjolan Liikenne,114,114,100.0
84,Nobina Finland,176,176,100.0
839K,Bus Travel Reissu Ruoti,13,13,100.0
839,Bus Travel Reissu Ruoti,10,10,100.0
831K,Pohjolan Liikenne,38,38,100.0
83,Nobina Finland,65,65,100.0
82B,Nobina Finland,11,11,100.0
82,Nobina Finland,145,145,100.0
818,V-S Bussipalvelut,15,15,100.0
817,V-S Bussipalvelut,20,20,100.0
816,V-S Bussipalvelut,14,14,100.0
815,V-S Bussipalvelut,10,10,100.0
814,V-S Bussipalvelut,10,10,100.0
813,V-S Bussipalvelut,37,37,100.0
812,V-S Bussipalvelut,15,15,100.0
89,Nobina Finland,144,144,100.0
87N,Nobina Finland,19,19,100.0
87,Nobina Finland,159,159,100.0
86N,Nobina Finland,4,4,100.0
86K,Nobina Finland,8,8,100.0
86,Nobina Finland,142,142,100.0
85N,Nobina Finland,21,21,100.0
85K,Nobina Finland,22,22,100.0
85,Nobina Finland,129,129,100.0
844,Pohjolan Liikenne,29,29,100.0
843,Pohjolan Liikenne,4,4,100.0
842,Pohjolan Liikenne,35,35,100.0
841N,Pohjolan Liikenne,3,3,100.0
841B,Pohjolan Liikenne,2,2,100.0
841,Pohjolan Liikenne,36,36,100.0
909K,Pohjolan Liikenne,5,5,100.0
909,Pohjolan Liikenne,10,10,100.0
908K,Pohjolan Liikenne,5,5,100.0
907,Pohjolan Liikenne,20,20,100.0
906,Pohjolan Liikenne,8,8,100.0
905,Pohjolan Liikenne,14,14,100.0
904,Pohjolan Liikenne,5,5,100.0
903,Pohjolan Liikenne,9,9,100.0
902K,Pohjolan Liikenne,7,7,100.0
902,Pohjolan Liikenne,6,6,100.0
901B,Pohjolan Liikenne,1,1,100.0
90,Koiviston Auto,158,158,100.0
92,Koiviston Auto,152,152,100.0
917,Taksikuljetus Harri Vuolle,5,5,100.0
916K,Taksikuljetus Harri Vuolle,11,11,100.0
916,Taksikuljetus Harri Vuolle,2,2,100.0
915T,Taksikuljetus Harri Vuolle,5,5,100.0
915B,Taksikuljetus Harri Vuolle,3,3,100.0
915A,Taksikuljetus Harri Vuolle,2,2,100.0
914B,Taksikuljetus Harri Vuolle,3,3,100.0
914,Taksikuljetus Harri Vuolle,4,4,100.0
913B,Taksikuljetus Harri Vuolle,3,3,100.0
913A,Taksikuljetus Harri Vuolle,2,2,100.0
912K,Taksikuljetus Harri Vuolle,5,5,100.0
912,Taksikuljetus Harri Vuolle,5,5,100.0
911,Pohjolan Liikenne,17,17,100.0
90N,Koiviston Auto,24,24,100.0
90A,Koiviston Auto,3,3,100.0
965,Pohjolan Liikenne,11,11,100.0
964K,Pohjolan Liikenne,2,2,100.0
963B,Pohjolan Liikenne,2,2,100.0
963,Pohjolan Liikenne,34,34,100.0
962,Pohjolan Liikenne,9,9,100.0
961B,Nurmijärven Linja,2,2,100.0
96,Koiviston Auto,157,157,100.0
95N,Koiviston Auto,8,8,100.0
95,Koiviston Auto,136,136,100.0
94N,Koiviston Auto,21,21,100.0
94B,V-S Bussipalvelut,2,2,100.0
94A,Koiviston Auto,136,136,100.0
94,Koiviston Auto,154,154,100.0
92N,Koiviston Auto,21,21,100.0
97N,Koiviston Auto,20,20,100.0
978K,Pohjolan Liikenne,32,32,100.0
978,Pohjolan Liikenne,37,37,100.0
977V,Pohjolan Liikenne,33,33,100.0
977,Pohjolan Liikenne,32,32,100.0
976,Pohjolan Liikenne,68,68,100.0
975N,Pohjolan Liikenne,4,4,100.0
975,Pohjolan Liikenne,60,60,100.0
973,Pohjolan Liikenne,82,82,100.0
972,Pohjolan Liikenne,20,20,100.0
971B,Pohjolan Liikenne,4,4,100.0
971,Korsisaari,22,22,100.0
97,Koiviston Auto,72,72,100.0
96N,Koiviston Auto,21,21,100.0
968,Pohjolan Liikenne,7,7,100.0
966,Pohjolan Liikenne,8,8,100.0
164K,Nobina Finland,21,21,100.0
164,Nobina Finland,20,20,100.0
163K,Pohjolan Liikenne,66,66,100.0
162,Pohjolan Liikenne,134,134,100.0
16,Nobina Finland,90,90,100.0
159,Nobina Finland,129,129,100.0
158,Nobina Finland,132,132,100.0
149,V-S Bussipalvelut,10,10,100.0
148,V-S Bussipalvelut,10,10,100.0
147N,Pohjolan Liikenne,20,20,100.0
138,V-S Bussipalvelut,6,6,100.0
137,V-S Bussipalvelut,7,7,100.0
133,Pohjolan Liikenne,61,61,100.0
125N,Nobina Finland,18,18,100.0
993,Pohjolan Liikenne,8,8,100.0
993K,Pohjolan Liikenne,5,5,100.0
994,Pohjolan Liikenne,7,7,100.0
994K,Pohjolan Liikenne,6,6,100.0
995,Pohjolan Liikenne,12,12,100.0
996,Pohjolan Liikenne,12,12,100.0
102N,Koiviston Auto,19,19,100.0
