linja,operaattori,suunnitellut,ajettu,luotettavuus
212,Nobina Finland,45,45,100.0
21,Tammelundin Liikenne,231,231,100.0
207,V-S Bussipalvelut,13,13,100.0
203,Pohjolan Liikenne,46,46,100.0
202,Pohjolan Liikenne,103,103,100.0
201B,Pohjolan Liikenne,36,36,100.0
201,Nurmijärven Linja,14,14,100.0
200,Nobina Finland,195,195,100.0
20,Nobina Finland,171,171,100.0
184,Taksikuljetus Harri Vuolle,5,5,100.0
69N,Pohjolan Liikenne,10,10,100.0
67N,Pohjolan Liikenne,2,2,100.0
665A,Pohjolan Liikenne,6,6,100.0
665,Pohjolan Liikenne,29,29,100.0
643K,Pohjolan Liikenne,7,7,100.0
643,Pohjolan Liikenne,33,33,100.0
642,Pohjolan Liikenne,32,32,100.0
641,Pohjolan Liikenne,73,73,100.0
633N,Pohjolan Liikenne,2,2,100.0
633,Koiviston Auto,40,40,100.0
721N,Koiviston Auto,6,6,100.0
721,Koiviston Auto,114,114,100.0
719K,Bus Travel Reissu Ruoti,12,12,100.0
719,Bus Travel Reissu Ruoti,24,24,100.0
717N,Koiviston Auto,11,11,100.0
717K,Koiviston Auto,2,2,100.0
713B,Bus Travel Reissu Ruoti,1,1,100.0
71,Nobina Finland,234,234,100.0
702,V-S Bussipalvelut,7,7,100.0
701,V-S Bussipalvelut,6,6,100.0
74B,Tammelundin Liikenne,4,4,100.0
74,Tammelundin Liikenne,108,108,100.0
73N,Tammelundin Liikenne,14,14,100.0
738,Pohjolan Liikenne,12,12,100.0
737K,Koiviston Auto,13,13,100.0
737,Koiviston Auto,8,8,100.0
736B,Koiviston Auto,7,7,100.0
736,Koiviston Auto,48,48,100.0
735,Koiviston Auto,101,101,100.0
734,Koiviston Auto,72,72,100.0
731N,Koiviston Auto,7,7,100.0
731,Koiviston Auto,93,93,100.0
73,Tammelundin Liikenne,111,111,100.0
724,Koiviston Auto,8,8,100.0
723,Korsisaari,11,11,100.0
183,Taksikuljetus Harri Vuolle,5,5,100.0
182K,Pohjolan Liikenne,3,3,100.0
182,Pohjolan Liikenne,3,3,100.0
175V,Pohjolan Liikenne,1,1,100.0
175K,Pohjolan Liikenne,2,2,100.0
175,Pohjolan Liikenne,1,1,100.0
173Z,Pohjolan Liikenne,58,58,100.0
173N,Pohjolan Liikenne,4,4,100.0
173,Pohjolan Liikenne,8,8,100.0
171Z,Pohjolan Liikenne,3,3,100.0
171,Pohjolan Liikenne,64,64,100.0
169,V-S Bussipalvelut,6,6,100.0
168,V-S Bussipalvelut,5,5,100.0
167,V-S Bussipalvelut,51,51,100.0
166,V-S Bussipalvelut,42,42,100.0
165N,Pohjolan Liikenne,9,9,100.0
79N,Pohjolan Liikenne,7,7,100.0
78N,Nobina Finland,21,21,100.0
788K,Pohjolan Liikenne,4,4,100.0
787K,Pohjolan Liikenne,4,4,100.0
787A,Pohjolan Liikenne,5,5,100.0
787,Pohjolan Liikenne,2,2,100.0
785K,Pohjolan Liikenne,13,13,100.0
785,Pohjolan Liikenne,5,5,100.0
78,Nobina Finland,135,135,100.0
77N,Nobina Finland,9,9,100.0
74N,Tammelundin Liikenne,14,14,100.0
841,Pohjolan Liikenne,36,36,100.0
84,Nobina Finland,145,145,100.0
831K,Pohjolan Liikenne,38,38,100.0
82B,Nobina Finland,11,11,100.0
82,Nobina Finland,135,135,100.0
818,V-S Bussipalvelut,15,15,100.0
817,V-S Bussipalvelut,20,20,100.0
816,V-S Bussipalvelut,14,14,100.0
815,V-S Bussipalvelut,10,10,100.0
814,V-S Bussipalvelut,10,10,100.0
813,V-S Bussipalvelut,37,37,100.0
812,V-S Bussipalvelut,15,15,100.0
805,V-S Bussipalvelut,18,18,100.0
903,Pohjolan Liikenne,2,2,100.0
902,Pohjolan Liikenne,6,6,100.0
88,Nobina Finland,138,138,100.0
87N,Nobina Finland,9,9,100.0
86N,Nobina Finland,4,4,100.0
86K,Nobina Finland,8,8,100.0
86,Nobina Finland,122,122,100.0
85N,Nobina Finland,11,11,100.0
85K,Nobina Finland,22,22,100.0
844,Pohjolan Liikenne,29,29,100.0
843,Pohjolan Liikenne,3,3,100.0
842,Pohjolan Liikenne,35,35,100.0
92N,Koiviston Auto,12,12,100.0
916K,Taksikuljetus Harri Vuolle,4,4,100.0
916,Taksikuljetus Harri Vuolle,3,3,100.0
915T,Taksikuljetus Harri Vuolle,3,3,100.0
915B,Taksikuljetus Harri Vuolle,2,2,100.0
914T,Taksikuljetus Harri Vuolle,4,4,100.0
912K,Taksikuljetus Harri Vuolle,2,2,100.0
912,Taksikuljetus Harri Vuolle,2,2,100.0
911,Pohjolan Liikenne,14,14,100.0
90N,Koiviston Auto,12,12,100.0
90A,Koiviston Auto,3,3,100.0
908,Pohjolan Liikenne,7,7,100.0
907,Pohjolan Liikenne,7,7,100.0
905,Pohjolan Liikenne,2,2,100.0
903K,Pohjolan Liikenne,2,2,100.0
972,Pohjolan Liikenne,16,16,100.0
96N,Koiviston Auto,10,10,100.0
963B,Pohjolan Liikenne,4,4,100.0
963,Pohjolan Liikenne,30,30,100.0
962,Pohjolan Liikenne,9,9,100.0
961B,Nurmijärven Linja,8,8,100.0
961,Nurmijärven Linja,4,4,100.0
95N,Koiviston Auto,8,8,100.0
95,Koiviston Auto,136,136,100.0
94N,Koiviston Auto,12,12,100.0
94B,V-S Bussipalvelut,2,2,100.0
94A,Koiviston Auto,136,136,100.0
164K,Nobina Finland,15,15,100.0
164,Nobina Finland,14,14,100.0
163K,Pohjolan Liikenne,66,66,100.0
16,Nobina Finland,90,90,100.0
159,Nobina Finland,129,129,100.0
158,Nobina Finland,132,132,100.0
149,V-S Bussipalvelut,10,10,100.0
148,V-S Bussipalvelut,10,10,100.0
147N,Pohjolan Liikenne,10,10,100.0
138,V-S Bussipalvelut,6,6,100.0
137,V-S Bussipalvelut,7,7,100.0
133,Pohjolan Liikenne,61,61,100.0
125N,Nobina Finland,8,8,100.0
102N,Koiviston Auto,9,9,100.0
