linja,operaattori,suunnitellut,ajettu,luotettavuus
736,Koiviston Auto,30,30,100.0
731N,Koiviston Auto,15,15,100.0
734,Koiviston Auto,62,62,100.0
73N,Tammelundin Liikenne,19,19,100.0
74,Tammelundin Liikenne,88,88,100.0
74N,Tammelundin Liikenne,29,29,100.0
75,Pohjolan Liikenne,101,101,100.0
787B,Pohjolan Liikenne,1,1,100.0
787K,Pohjolan Liikenne,2,2,100.0
788B,Pohjolan Liikenne,1,1,100.0
788K,Pohjolan Liikenne,3,3,100.0
77,Pohjolan Liikenne,91,91,100.0
77N,Nobina Finland,20,20,100.0
78,Nobina Finland,78,78,100.0
785K,Pohjolan Liikenne,1,1,100.0
80,Nobina Finland,126,126,100.0
79N,Pohjolan Liikenne,21,21,100.0
79,Nobina Finland,170,170,100.0
78N,Nobina Finland,48,48,100.0
83,Nobina Finland,55,55,100.0
82B,Nobina Finland,12,12,100.0
831K,Pohjolan Liikenne,16,16,100.0
82,Nobina Finland,115,115,100.0
839K,Bus Travel Reissu Ruoti,6,6,100.0
841,Pohjolan Liikenne,33,33,100.0
842,Pohjolan Liikenne,32,32,100.0
841N,Pohjolan Liikenne,3,3,100.0
843,Pohjolan Liikenne,6,6,100.0
641,Pohjolan Liikenne,67,67,100.0
642,Pohjolan Liikenne,32,32,100.0
643K,Pohjolan Liikenne,30,30,100.0
85K,Nobina Finland,33,33,100.0
85,Nobina Finland,73,73,100.0
844,Pohjolan Liikenne,24,24,100.0
86K,Nobina Finland,10,10,100.0
86N,Nobina Finland,4,4,100.0
87N,Nobina Finland,19,19,100.0
88,Nobina Finland,114,114,100.0
86,Nobina Finland,92,92,100.0
904,Pohjolan Liikenne,8,8,100.0
90A,Koiviston Auto,3,3,100.0
90N,Koiviston Auto,24,24,100.0
92,Koiviston Auto,117,117,100.0
92N,Koiviston Auto,21,21,100.0
94,Koiviston Auto,117,117,100.0
94A,Koiviston Auto,120,120,100.0
89,Nobina Finland,95,95,100.0
94N,Koiviston Auto,21,21,100.0
95,Koiviston Auto,117,117,100.0
95N,Koiviston Auto,8,8,100.0
963,Pohjolan Liikenne,30,30,100.0
96N,Koiviston Auto,21,21,100.0
97,Koiviston Auto,40,40,100.0
973,Pohjolan Liikenne,62,62,100.0
975,Pohjolan Liikenne,48,48,100.0
975N,Pohjolan Liikenne,3,3,100.0
976,Pohjolan Liikenne,51,51,100.0
977,Pohjolan Liikenne,14,14,100.0
977V,Pohjolan Liikenne,16,16,100.0
978,Pohjolan Liikenne,43,43,100.0
978K,Pohjolan Liikenne,20,20,100.0
97N,Koiviston Auto,20,20,100.0
97V,Koiviston Auto,81,81,100.0
98,Koiviston Auto,93,93,100.0
985,Pohjolan Liikenne,33,33,100.0
